pl_name,hostname,pl_letter,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_telescope,disc_instrument,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,st_spectype,st_rad,st_mass,st_metratio,st_age,st_dens,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_dist,sy_gaiamag,sy_tmag,sky_coord.ra,sky_coord.dec
Kepler-722 b,Kepler-722,b,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.63,0.235,7.41,0.0233,2.24,,1.05,1.03,[Fe/H],4.37,2.9936,19h21m03.19s,290.2632874,+44d33m23.06s,44.5564051,13.78052,76.24955,65.45204,306.44209,1239.5,15.3733,14.9054,290.2632874,44.5564051
Kepler-722 c,Kepler-722,c,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.82,0.252,8.35,0.0263,2.05,,1.05,1.03,[Fe/H],4.37,1.72522,19h21m03.19s,290.2632874,+44d33m23.06s,44.5564051,13.78052,76.24955,65.45204,306.44209,1239.5,15.3733,14.9054,290.2632874,44.5564051
Kepler-723 b,Kepler-723,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,12.19,1.088,,,,,0.89,0.92,[Fe/H],4.57,1.45056,18h59m19.31s,284.8304434,+44d39m29.14s,44.6580932,17.38113,74.78088,66.69235,297.39306,1071.8,15.201,14.6979,284.8304434,44.6580932
Kepler-724 b,Kepler-724,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,3.29,0.294,10.8,0.0341,1.67,,0.86,0.9,[Fe/H],4.37,6.24879,19h33m49.16s,293.4548441,+44d47m34.02s,44.7927823,11.83709,77.4756,64.87307,311.69814,853.119,15.1206,14.5768,293.4548441,44.7927823
Kepler-725 b,Kepler-725,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,10.63,0.948,79.4,0.25,0.363,,0.84,0.88,[Fe/H],4.37,1.64307,18h55m54.60s,283.9774949,+44d48m41.62s,44.8115613,18.00185,74.7038,66.99334,296.00002,758.469,14.9929,14.4621,283.9774949,44.8115613
Kepler-726 b,Kepler-726,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,3.26,0.291,10.7,0.0336,1.7,,0.85,0.88,[Fe/H],4.47,1.66656,19h26m52.15s,291.7172776,+44d53m14.45s,44.8873466,12.98527,77.00796,65.4089,309.04918,762.081,15.035,14.5161,291.7172776,44.8873466
Kepler-727 b,Kepler-727,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.53,0.226,6.94,0.0218,2.35,,0.86,0.89,[Fe/H],4.79,0.5727,19h39m23.26s,294.8469333,+45d02m03.90s,45.0344155,11.06917,78.15281,64.71959,314.05443,831.842,15.352,14.7832,294.8469333,45.0344155
Kepler-728 b,Kepler-728,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,3.34,0.298,11.1,0.035,1.64,,0.93,0.95,[Fe/H],4.07,1.31116,19h24m22.17s,291.0923621,+45d06m55.83s,45.1155087,13.48226,77.02592,65.77776,308.24195,1765.23,15.5249,15.0215,291.0923621,45.1155087
Kepler-729 b,Kepler-729,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,3.58,0.319,12.5,0.0394,1.5,,0.91,0.94,[Fe/H],4.27,0.8273,19h05m26.41s,286.3600604,+45d24m51.36s,45.4142664,16.65485,75.93249,67.12506,300.57472,1921.15,15.5472,15.0725,286.3600604,45.4142664
Kepler-730 b,Kepler-730,b,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,12.33,1.1,,,,,1.41,1.05,[Fe/H],9.5,0.529,19h02m13.15s,285.5547895,+45d34m43.83s,45.578842,17.24014,75.874,67.44274,299.2935,1935.04,15.6113,15.1401,285.5547895,45.578842
Kepler-731 b,Kepler-731,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,13.88,1.238,,,,,1.06,1.03,[Fe/H],3.8,1.3908,19h45m34.37s,296.3931945,+45d34m06.72s,45.568533,10.3587,79.15173,64.7699,316.88825,1257.16,15.2848,14.8018,296.3931945,45.568533
Kepler-732 b,Kepler-732,b,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.18,0.194,5.39,0.017,2.86,,0.46,0.49,[Fe/H],4.47,5.14049,18h54m55.61s,283.7317274,+45d57m30.70s,45.9585288,18.56374,75.77244,68.14707,296.31658,174.826,15.0519,13.9669,283.7317274,45.9585288
Kepler-732 c,Kepler-732,c,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.27,0.113,2.15,0.00678,5.77,,0.46,0.49,[Fe/H],4.47,5.14049,18h54m55.61s,283.7317274,+45d57m30.70s,45.9585288,18.56374,75.77244,68.14707,296.31658,174.826,15.0519,13.9669,283.7317274,45.9585288
Kepler-733 b,Kepler-733,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.82,0.252,8.35,0.0263,2.05,,0.86,0.9,[Fe/H],4.27,2.62459,19h32m04.37s,293.0181882,+45d54m52.94s,45.9147063,12.6107,78.36431,66.02776,312.03463,916.706,15.3954,14.8436,293.0181882,45.9147063
Kepler-734 b,Kepler-734,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,3.56,0.318,12.4,0.039,1.51,,0.78,0.85,[Fe/H],2.34,0.57209,19h48m10.95s,297.0456122,+46d01m38.60s,46.0273893,10.1788,79.78237,64.99438,318.31943,1157.21,14.4119,13.8732,297.0456122,46.0273893
Kepler-735 b,Kepler-735,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.95,0.263,9.01,0.0283,1.93,,0.8,0.85,[Fe/H],4.37,11.97771,18h58m45.32s,284.6888328,+46d10m19.70s,46.1721391,18.01603,76.22744,68.17885,298.19009,695.059,15.3849,14.784,284.6888328,46.1721391
Kepler-736 b,Kepler-736,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.93,0.261,8.91,0.028,1.95,,0.81,0.86,[Fe/H],4.27,2.78265,19h01m33.91s,285.3913092,+46d10m51.35s,46.1809293,17.56485,76.41857,68.05259,299.45062,1005.43,15.7425,15.1716,285.3913092,46.1809293
Kepler-737 b,Kepler-737,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.96,0.175,4.5,0.0142,3.28,,0.48,0.51,[Fe/H],3.89,5.23896,19h27m27.12s,291.8629793,+46d25m44.98s,46.4291614,13.55465,78.48381,66.80734,310.67255,205.118,15.1457,14.1478,291.8629793,46.4291614
Kepler-738 b,Kepler-738,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.5,0.223,6.8,0.0214,2.39,,0.82,0.86,[Fe/H],4.57,3.83443,19h10m16.72s,287.5696516,+46d34m04.44s,46.5679011,16.31317,77.37763,67.96858,303.58994,1113.65,15.5908,15.0627,287.5696516,46.5679011
Kepler-739 b,Kepler-739,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,3.32,0.296,11.0,0.0346,1.65,,0.9,0.93,[Fe/H],4.27,0.90987,19h20m16.32s,290.067994,+46d34m44.95s,46.5791535,14.73989,78.09236,67.39887,307.85778,1370.65,15.4527,14.969,290.067994,46.5791535
Kepler-740 b,Kepler-740,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,4.57,0.408,18.9,0.0596,1.09,,0.87,0.91,[Fe/H],4.79,1.68147,19h05m55.74s,286.4822566,+46d41m32.84s,46.692456,17.05193,77.20505,68.3205,301.78934,1442.02,15.9235,15.3923,286.4822566,46.692456
Kepler-741 b,Kepler-741,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.97,0.265,9.11,0.0287,1.91,,1.24,1.16,[Fe/H],3.16,1.09896,19h17m43.62s,289.4317294,+46d37m02.99s,46.6174978,15.15521,77.94558,67.58829,306.82356,1661.87,15.0455,14.6163,289.4317294,46.6174978
Kepler-742 b,Kepler-742,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,3.24,0.289,10.6,0.0332,1.71,,0.71,0.76,[Fe/H],2.57,3.26173,18h55m27.83s,283.8659676,+46d47m22.75s,46.7896522,18.762,76.62996,68.92574,297.15023,489.253,15.1722,14.4847,283.8659676,46.7896522
Kepler-743 b,Kepler-743,b,2,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.21,0.108,1.92,0.00606,5.96,,0.85,0.94,[Fe/H],1.86,1.6861,19h42m17.82s,295.57423,+42d48m23.13s,42.8064255,9.56351,76.4007,62.46018,313.23284,278.987,12.5411,12.0356,295.57423,42.8064255
Kepler-744 b,Kepler-744,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.62,0.145,3.26,0.0102,4.21,,0.93,0.94,[Fe/H],5.13,9.7949,19h45m59.05s,296.4960493,+47d10m58.03s,47.1827848,11.06166,80.63242,66.19918,318.70921,449.964,13.5843,13.0954,296.4960493,47.1827848
Kepler-745 b,Kepler-745,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.16,0.193,5.31,0.0167,2.9,,1.04,1.04,[Fe/H],4.07,0.48669,19h25m59.87s,291.4994412,+37d03m33.33s,37.0592571,9.67745,69.76878,58.02255,303.52176,1780.38,15.1634,14.6677,291.4994412,37.0592571
Kepler-746 b,Kepler-746,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.11,0.099,1.41,0.00444,5.67,,0.93,0.91,[Fe/H],8.71,5.1037,19h22m43.73s,290.6822097,+37d21m18.57s,37.3551593,10.39195,69.74208,58.48436,302.48433,450.0,13.6111,13.0811,290.6822097,37.3551593
Kepler-747 b,Kepler-747,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,5.27,0.47,24.1,0.0759,0.905,,0.78,0.82,[Fe/H],4.79,0.59966,19h13m39.96s,288.4165196,+41d01m47.34s,41.0298175,13.55138,72.36887,62.49677,301.06537,3347.16,15.7244,15.1047,288.4165196,41.0298175
Kepler-748 b,Kepler-748,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.52,0.225,6.9,0.0217,2.37,,1.1,1.07,[Fe/H],3.72,1.44884,19h29m03.09s,292.2628779,+37d14m13.10s,37.2369732,9.21589,70.20931,58.02282,304.71882,1705.99,15.2186,14.7048,292.2628779,37.2369732
Kepler-749 b,Kepler-749,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,3.1,0.277,9.8,0.0308,1.81,,0.75,0.79,[Fe/H],4.57,3.54617,19h59m35.36s,299.8973341,+43d54m14.64s,43.9040667,7.37243,78.93478,62.21329,320.38716,721.027,15.7728,15.1255,299.8973341,43.9040667
Kepler-750 b,Kepler-750,b,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,3.07,0.274,9.64,0.0303,1.83,,1.23,1.15,[Fe/H],3.09,0.9652,19h16m23.24s,289.0968274,+44d00m15.71s,44.004364,14.31346,75.37602,65.19718,304.12306,1296.02,14.467,14.0604,289.0968274,44.004364
Kepler-750 c,Kepler-750,c,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.62,0.145,3.26,0.0102,4.21,,1.23,1.15,[Fe/H],3.09,0.627,19h16m23.24s,289.0968274,+44d00m15.71s,44.004364,14.31346,75.37602,65.19718,304.12306,1296.02,14.467,14.0604,289.0968274,44.004364
Kepler-751 b,Kepler-751,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.46,0.219,6.62,0.0208,2.44,,0.84,0.87,[Fe/H],4.47,2.11123,19h39m22.51s,294.8438103,+44d04m39.67s,44.0776872,10.62831,77.28825,63.83753,313.20049,760.43,14.98,14.4289,294.8438103,44.0776872
Kepler-752 b,Kepler-752,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.81,0.251,8.3,0.0261,2.06,,0.83,0.87,[Fe/H],4.07,1.61544,19h29m04.36s,292.2681469,+37d57m20.42s,37.955672,9.53998,70.85949,58.71,305.12026,1232.29,15.7185,15.1781,292.2681469,37.955672
Kepler-753 b,Kepler-753,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.91,0.17,4.31,0.0136,3.4,,0.65,0.68,[Fe/H],3.63,4.41767,19h27m36.78s,291.9032411,+37d54m08.52s,37.9023677,9.77228,70.67881,58.74188,304.55975,274.767,14.4746,13.7108,291.9032411,37.9023677
Kepler-754 b,Kepler-754,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.01,0.179,4.7,0.0148,3.18,,1.08,1.06,[Fe/H],3.8,0.72319,19h33m00.99s,293.2541121,+37d50m46.15s,37.8461519,8.79872,71.12324,58.37593,306.48293,1770.27,15.1258,14.6248,293.2541121,37.8461519
Kepler-755 b,Kepler-755,b,2,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.76,0.157,3.75,0.0118,3.78,,0.77,0.82,[Fe/H],4.9,2.78725,19h47m26.62s,296.8609348,+41d05m50.34s,41.0973178,7.9012,75.35254,60.51882,313.77812,399.034,14.0242,13.425,296.8609348,41.0973178
Kepler-755 c,Kepler-755,c,2,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.26,0.112,2.13,0.00669,5.85,,0.77,0.82,[Fe/H],4.9,7.67757,19h47m26.62s,296.8609348,+41d05m50.34s,41.0973178,7.9012,75.35254,60.51882,313.77812,399.034,14.0242,13.425,296.8609348,41.0973178
Kepler-756 b,Kepler-756,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.12,0.1,1.46,0.00459,5.71,,0.79,0.82,[Fe/H],4.47,2.17012,19h22m25.91s,290.6079736,+41d12m03.94s,41.201094,12.12678,73.24253,62.18834,304.58323,852.0,15.3912,14.8494,290.6079736,41.201094
Kepler-757 b,Kepler-757,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.36,0.121,2.42,0.00761,5.29,,1.13,1.08,[Fe/H],3.31,3.5012,19h46m43.32s,296.6804876,+41d23m11.50s,41.3865279,8.16092,75.54039,60.83763,313.73633,1068.68,14.7637,14.2354,296.6804876,41.3865279
Kepler-758 b,Kepler-758,b,1,4,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.48,0.221,6.71,0.0211,2.42,,1.42,1.16,[Fe/H],3.8,0.45714,19h32m20.31s,293.0846115,+41d08m07.46s,41.1354049,10.42657,74.02528,61.5408,308.29394,1502.32,14.3267,13.9522,293.0846115,41.1354049
Kepler-758 c,Kepler-758,c,1,4,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.69,0.151,3.5,0.011,3.98,,1.42,1.16,[Fe/H],3.8,0.1803,19h32m20.31s,293.0846115,+41d08m07.46s,41.1354049,10.42657,74.02528,61.5408,308.29394,1502.32,14.3267,13.9522,293.0846115,41.1354049
Kepler-758 d,Kepler-758,d,1,4,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.12,0.189,5.14,0.0162,2.96,,1.42,1.16,[Fe/H],3.8,0.69277,19h32m20.31s,293.0846115,+41d08m07.46s,41.1354049,10.42657,74.02528,61.5408,308.29394,1502.32,14.3267,13.9522,293.0846115,41.1354049
Kepler-758 e,Kepler-758,e,1,4,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.53,0.136,2.96,0.0093,4.54,,1.42,1.16,[Fe/H],3.8,0.42398,19h32m20.31s,293.0846115,+41d08m07.46s,41.1354049,10.42657,74.02528,61.5408,308.29394,1502.32,14.3267,13.9522,293.0846115,41.1354049
Kepler-759 b,Kepler-759,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.27,0.203,5.77,0.0182,2.71,,1.04,1.04,[Fe/H],3.89,1.5122,19h20m31.54s,290.1314231,+41d22m53.16s,41.3814345,12.52759,73.25192,62.46723,303.96306,1073.48,14.7869,14.3041,290.1314231,41.3814345
Kepler-760 b,Kepler-760,b,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,3.06,0.273,9.59,0.0302,1.84,,0.85,0.89,[Fe/H],4.57,2.12083,19h10m22.37s,287.5931997,+44d10m45.94s,44.1794278,15.37324,75.09507,65.68943,301.77189,792.336,15.0731,14.5068,287.5931997,44.1794278
Kepler-760 c,Kepler-760,c,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.48,0.132,2.79,0.00879,4.73,,0.85,0.89,[Fe/H],4.57,5.32948,19h10m22.37s,287.5931997,+44d10m45.94s,44.1794278,15.37324,75.09507,65.68943,301.77189,792.336,15.0731,14.5068,287.5931997,44.1794278
Kepler-761 b,Kepler-761,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.03,0.181,4.78,0.015,3.14,,0.93,0.95,[Fe/H],4.07,2.35867,19h22m00.86s,290.503599,+44d08m37.05s,44.1436249,13.45143,75.93811,65.00566,306.50338,830.707,14.7087,14.249,290.503599,44.1436249
Kepler-762 b,Kepler-762,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,12.68,1.131,,,,,1.08,1.06,[Fe/H],3.8,0.77867,19h25m06.16s,291.2756631,+47d19m46.24s,47.3295107,14.29888,79.14986,67.79267,310.59024,1898.26,15.4266,14.9767,291.2756631,47.3295107
Kepler-763 b,Kepler-763,b,1,3,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.22,0.109,1.98,0.00624,5.99,,0.8,0.84,[Fe/H],4.79,4.49591,19h28m34.69s,292.1445534,+47d09m26.50s,47.1573604,13.69152,79.246,67.40611,311.84374,962.459,15.6824,15.0916,292.1445534,47.1573604
Kepler-764 b,Kepler-764,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.64,0.146,3.33,0.0105,4.15,,0.89,0.92,[Fe/H],4.17,1.4571,19h49m34.35s,297.3931183,+47d09m52.49s,47.1645814,10.5171,80.9124,65.91205,320.03557,1047.84,15.3002,14.7866,297.3931183,47.1645814
Kepler-765 b,Kepler-765,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.43,0.217,6.48,0.0204,2.48,,1.06,1.05,[Fe/H],3.72,0.84868,18h52m44.31s,283.1846044,+47d09m20.56s,47.1557114,19.32312,76.82872,69.40065,296.15776,1076.28,14.5996,14.1436,283.1846044,47.1557114
Kepler-766 b,Kepler-766,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,3.39,0.302,11.4,0.0359,1.61,,1.15,1.1,[Fe/H],3.63,0.52073,19h32m44.28s,293.1845144,+37d58m11.41s,37.9698357,8.90471,71.20838,58.51038,306.45365,2297.62,15.648,15.1307,293.1845144,37.9698357
Kepler-767 b,Kepler-767,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,6.64,0.592,35.7,0.112,0.67,,0.94,0.96,[Fe/H],4.07,32.90527,19h26m19.00s,291.5791562,+38d02m08.90s,38.0358066,10.06049,70.68283,58.94255,304.15984,2251.03,15.4176,14.9345,291.5791562,38.0358066
Kepler-768 b,Kepler-768,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.79,0.16,3.86,0.0121,3.7,,0.78,0.82,[Fe/H],4.57,8.33869,19h36m27.76s,294.1156858,+38d23m36.38s,38.3934378,8.45513,71.93296,58.68945,308.04005,784.56,15.7232,15.0852,294.1156858,38.3934378
Kepler-769 b,Kepler-769,b,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.92,0.261,8.85,0.0279,1.95,,1.28,1.19,[Fe/H],2.88,1.36184,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,9.4126,71.38452,58.99177,305.99563,1169.57,14.7604,14.3136,292.7130925,38.3581685
Kepler-769 c,Kepler-769,c,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.79,0.16,3.86,0.0121,3.7,,1.28,1.19,[Fe/H],2.88,1.50391,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,9.4126,71.38452,58.99177,305.99563,1169.57,14.7604,14.3136,292.7130925,38.3581685
Kepler-770 b,Kepler-770,b,1,3,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.3,0.205,5.9,0.0186,2.66,,0.92,0.94,[Fe/H],4.57,3.25028,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,13.82103,69.25204,60.29556,296.68498,930.457,14.5966,14.0759,286.4904589,38.374872
Kepler-770 c,Kepler-770,c,1,3,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.2,0.107,1.87,0.00588,5.95,,0.92,0.94,[Fe/H],4.57,0.97772,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,13.82103,69.25204,60.29556,296.68498,930.457,14.5966,14.0759,286.4904589,38.374872
Kepler-770 d,Kepler-770,d,1,3,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.4,0.125,2.54,0.008,5.09,,0.92,0.94,[Fe/H],4.57,2.07455,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,13.82103,69.25204,60.29556,296.68498,930.457,14.5966,14.0759,286.4904589,38.374872
Kepler-771 b,Kepler-771,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.82,0.162,3.97,0.0125,3.62,,1.05,1.03,[Fe/H],3.72,0.77515,19h09m46.59s,287.4441104,+38d05m18.31s,38.0884183,13.02028,69.29811,59.84269,298.01163,1393.85,14.7461,14.26,287.4441104,38.0884183
Kepler-772 b,Kepler-772,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.82,0.162,3.97,0.0125,3.62,,1.11,0.98,[Fe/H],8.13,0.5355,19h25m41.66s,291.423582,+38d12m59.62s,38.2165603,10.25091,70.79123,59.15058,304.03127,1130.21,13.9556,13.4436,291.423582,38.2165603
Kepler-773 b,Kepler-773,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.43,0.128,2.63,0.00829,4.94,,1.01,1.04,[Fe/H],2.82,0.91462,19h23m32.31s,290.8846217,+38d03m27.19s,38.0575539,10.55969,70.45457,59.11654,303.15127,547.026,13.2797,12.8352,290.8846217,38.0575539
Kepler-774 b,Kepler-774,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,3.17,0.283,10.2,0.032,1.76,,2.42,1.57,[Fe/H],2.14,0.38065,19h24m07.65s,291.0318604,+38d12m42.82s,38.211894,10.52435,70.64753,59.23266,303.45203,917.804,12.7699,12.4103,291.0318604,38.211894
Kepler-775 b,Kepler-775,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.19,0.106,1.81,0.0057,5.9,,0.84,0.92,[Fe/H],1.86,1.97281,19h25m43.99s,291.4332781,+41d42m11.94s,41.7033162,11.78814,73.97975,62.47617,306.18333,398.676,13.4673,12.954,291.4332781,41.7033162
Kepler-776 b,Kepler-776,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.28,0.114,2.18,0.00687,5.71,,0.78,0.83,[Fe/H],4.37,7.27284,19h09m05.43s,287.2726117,+41d38m08.16s,41.6356009,14.5822,72.58052,63.31032,299.60801,727.904,15.42,14.7883,287.2726117,41.6356009
Kepler-777 b,Kepler-777,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.47,0.131,2.76,0.00869,4.77,,0.56,0.58,[Fe/H],3.16,5.77301,18h50m53.79s,282.7241098,+44d20m47.44s,44.3465098,18.67711,73.91733,66.74998,293.517,443.106,15.9397,15.1016,282.7241098,44.3465098
Kepler-778 b,Kepler-778,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.68,0.15,3.46,0.0109,4.01,,0.77,0.81,[Fe/H],5.25,2.7269,19h09m54.60s,287.4774867,+44d14m14.89s,44.2374702,15.47229,75.11678,65.76913,301.62004,938.168,15.7514,15.1812,287.4774867,44.2374702
Kepler-779 b,Kepler-779,b,2,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0.92,0.082,0.721,0.00227,5.09,,0.44,0.46,[Fe/H],3.89,4.62877,19h02m30.84s,285.6285208,+44d18m38.83s,44.3107855,16.724,74.6617,66.20823,298.54514,283.155,15.6335,14.6466,285.6285208,44.3107855
Kepler-780 b,Kepler-780,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0.89,0.079,0.64,0.00201,4.99,,1.02,1.01,[Fe/H],4.9,1.01394,18h47m03.92s,281.7663511,+44d17m32.96s,44.2924898,19.30376,73.61865,66.84394,291.78872,557.652,13.3393,12.8925,281.7663511,44.2924898
Kepler-781 b,Kepler-781,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.89,0.258,8.7,0.0274,1.98,,0.78,0.81,[Fe/H],4.9,1.84941,19h10m36.86s,287.6535874,+47d24m53.19s,47.4147762,16.58248,78.21693,68.75038,304.48641,1064.47,15.9511,15.3901,287.6535874,47.4147762
Kepler-782 b,Kepler-782,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,3.21,0.286,10.4,0.0327,1.73,,1.01,0.98,[Fe/H],5.25,0.94331,19h15m28.38s,288.868246,+47d45m34.09s,47.75947,15.95896,78.87676,68.79199,306.93849,446.844,12.7304,12.2971,288.868246,47.75947
Kepler-783 b,Kepler-783,b,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0.78,0.07,0.399,0.00126,4.62,,0.89,0.93,[Fe/H],3.89,0.90656,19h24m15.09s,291.0628615,+47d29m05.24s,47.484789,14.49447,79.2337,67.99116,310.39788,516.09,13.9378,13.4322,291.0628615,47.484789
Kepler-784 b,Kepler-784,b,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.58,0.141,3.12,0.00982,4.35,,1.32,1.0,[Fe/H],9.12,0.05821,19h43m40.96s,295.9206663,+47d26m55.02s,47.4486164,11.53087,80.68512,66.60924,318.12113,1303.72,13.2634,12.7684,295.9206663,47.4486164
Kepler-785 b,Kepler-785,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,13.02,1.162,,,,,0.71,0.77,[Fe/H],2.82,3.97867,19h28m16.39s,292.0683108,+38d50m31.92s,38.8422004,10.08152,71.58933,59.60354,305.3306,642.051,15.7615,15.0523,292.0683108,38.8422004
Kepler-786 b,Kepler-786,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.43,0.217,6.48,0.0204,2.48,,0.74,0.81,[Fe/H],2.51,2.25989,19h34m58.54s,293.7439223,+38d56m21.20s,38.9392217,8.96715,72.28336,59.29869,307.83676,485.318,14.9463,14.2824,293.7439223,38.9392217
Kepler-787 b,Kepler-787,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,1.28,0.114,2.18,0.00687,5.71,,0.62,0.65,[Fe/H],3.39,3.24108,19h26m46.19s,291.6924773,+38d34m22.48s,38.5729105,10.22219,71.21092,59.43171,304.62642,503.568,15.8612,15.0574,291.6924773,38.5729105
Kepler-788 b,Kepler-788,b,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,2.55,0.227,7.04,0.0221,2.33,,1.23,1.16,[Fe/H],3.02,0.10251,19h20m00.10s,290.0004154,+38d32m23.48s,38.5398551,11.39483,70.58601,59.77011,302.0975,1775.8,15.2595,14.8127,290.0004154,38.5398551
